pasta;arquivo_original;arquivo_novo;tema;tipo;descricao;pagina_publica_sugerida;duplicata_de
ESCURO\7. GESTÃO FINANCEIRA;Screenshot 2026-07-17 163515.png;gestao-financeira--novo-lancamento--receita-formulario--escuro--modal--002.png;escuro;modal;Formulario para registrar uma nova receita;/gestao-financeira-para-psicologos;
ESCURO\7. GESTÃO FINANCEIRA;Screenshot 2026-07-17 163614.png;gestao-financeira--cobranca-manual--sem-paciente-em-aberto--escuro--modal--003.png;escuro;modal;Cobranca manual antes de escolher paciente ou pacote;/gestao-financeira-para-psicologos;
ESCURO\7. GESTÃO FINANCEIRA;Screenshot 2026-07-17 163636.png;gestao-financeira--cobranca-manual--paciente-destino-neurofinance--escuro--modal--004.png;escuro;modal;Cobranca manual com paciente e destino NeuroFinance;/gestao-financeira-para-psicologos;
ESCURO\7. GESTÃO FINANCEIRA;Screenshot 2026-07-17 163720.png;gestao-financeira--lancamentos--lista-com-menu-expandido--escuro--drawer--005.png;escuro;drawer;Lista de lancamentos com menu financeiro expandido;/gestao-financeira-para-psicologos;
ESCURO\7. GESTÃO FINANCEIRA;Screenshot 2026-07-17 163748.png;gestao-financeira--planejamento--metas-e-limites--escuro--pagina--006.png;escuro;pagina;Planejamento financeiro com metas limites e acompanhamento;/gestao-financeira-para-psicologos;
ESCURO\8. NEUROFINANCE;Screenshot 2026-07-17 163804.png;neurofinance--conta-e-saldo--dashboard-cartao-mascarado--escuro--pagina--001.png;escuro;pagina;Dashboard da conta com saldo e dados do cartao mascarados;/neurofinance;
ESCURO\8. NEUROFINANCE;Screenshot 2026-07-17 163813.png;neurofinance--conta-e-saldo--cartao-verso-dados-conta--escuro--estado--002.png;escuro;estado;Verso do cartao exibindo dados bancarios da conta;/neurofinance;
ESCURO\8. NEUROFINANCE;Screenshot 2026-07-17 163829.png;neurofinance--pagar-pix--etapa-01-codigo-preenchido--escuro--pagina--003.png;escuro;pagina;Primeira etapa do Pix com codigo de pagamento preenchido;/neurofinance;
ESCURO\8. NEUROFINANCE;Screenshot 2026-07-17 163843.png;neurofinance--area-pix--minhas-chaves-lista--escuro--pagina--004.png;escuro;pagina;Lista de chaves Pix cadastradas na conta;/neurofinance;
ESCURO\8. NEUROFINANCE;Screenshot 2026-07-17 163920.png;neurofinance--pagar-pix--etapa-01-com-menu-expandido--escuro--drawer--005.png;escuro;drawer;Primeira etapa do pagamento Pix com menu lateral aberto;/neurofinance;
ESCURO\8. NEUROFINANCE;Screenshot 2026-07-17 163942.png;neurofinance--cobrancas--lista-com-menu-expandido--escuro--drawer--006.png;escuro;drawer;Lista de cobrancas com navegacao financeira expandida;/pix-e-cobranca-automatica-para-psicologos;
ESCURO\8. NEUROFINANCE;Screenshot 2026-07-17 164003.png;neurofinance--pagamentos-agendados--resumo-com-menu--escuro--drawer--007.png;escuro;drawer;Resumo dos pagamentos agendados com menu expandido;/neurofinance;
ESCURO\8. NEUROFINANCE;Screenshot 2026-07-17 164032.png;neurofinance--saude-da-conta--cadastro-aprovado--escuro--pagina--008.png;escuro;pagina;Saude da conta com cadastro aprovado e verificacoes concluidas;/neurofinance;
ESCURO\9. NEUROID;Screenshot 2026-07-17 165221.png;neuroid--identidade-profissional--synapse-chat-aberto--escuro--drawer--001.png;escuro;drawer;Identidade profissional com chat do Synapse aberto;/produto;
ESCURO\9. NEUROID;Screenshot 2026-07-17 170019.png;neuroid--identidade-profissional--editor-e-credencial--escuro--pagina--002.png;escuro;pagina;Editor da identidade profissional com pre-visualizacao da credencial;/produto;
ESCURO\9. NEUROID;Screenshot 2026-07-17 170350.png;neuroid--perfil-publico--identidade-e-compartilhamento--escuro--pagina--003.png;escuro;pagina;Perfil publico profissional com identidade e compartilhamento;/produto;
ESCURO\13. SYNAPSE AI;Screenshot 2026-07-27 002540.png;synapse--inicio--sugestoes-de-acoes--escuro--pagina--001.png;escuro;pagina;Tela inicial do Synapse com sugestões de tarefas;/synapse;
ESCURO\13. SYNAPSE AI;Screenshot 2026-07-27 002609.png;synapse--chat--resumo-da-agenda-em-processamento--escuro--estado--002.png;escuro;estado;Resumo da agenda sendo preparado pelo Synapse;/synapse;
ESCURO\13. SYNAPSE AI;Screenshot 2026-07-27 002628.png;synapse--voz--ouvindo-comando--escuro--modal--003.png;escuro;modal;Comando de voz sendo ouvido pelo Synapse;/synapse;
